id,btitleinquery,longestprefix,longestsuffix,longestQueryPrefixPerc,longestQuerySuffixPerc,longestTitlePrefixPerc,longestTitleSuffixPerc,numtitledigits,numquerydigits,numdigitdiff,bindigiteq,charjaccardsim,charngcount3,charngjacc3,charngcount4,charngjacc4,charngcount5,charngjacc5,charngcount6,charngjacc6,charngcount7,charngjacc7,wordngcount1,leftngcount1,wordngjacc1,wordngcount2,leftngcount2,wordngjacc2,wordngcount3,leftngcount3,wordngjacc3,wordngcount4,leftngcount4,wordngjacc4,wordngcount5,leftngcount5,wordngjacc5,outcome
28,1.0,12.0,0.0,1.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,1.0,0.5,42.0,0.7619047619047619,41.0,0.7804878048780488,40.0,0.8,39.0,0.8205128205128205,38.0,0.8421052631578947,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,3
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,48.0,0.5208333333333334,46.0,0.5217391304347826,44.0,0.5227272727272727,42.0,0.5238095238095238,40.0,0.525,9.0,4.0,0.5555555555555556,9.0,4.0,0.5555555555555556,9.0,4.0,0.5555555555555556,9.0,4.0,0.5555555555555556,9.0,4.0,0.5555555555555556,3
32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.3333333333333333,55.0,0.7090909090909091,56.0,0.7321428571428571,55.0,0.7454545454545455,54.0,0.7592592592592593,53.0,0.7735849056603774,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,4
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5294117647058824,46.0,0.8043478260869565,46.0,0.8260869565217391,45.0,0.8444444444444444,44.0,0.8636363636363636,43.0,0.8837209302325582,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,4
46,0.0,10.0,5.0,0.45454545454545453,0.22727272727272727,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,1.0,0.2631578947368421,63.0,0.6825396825396826,65.0,0.7076923076923077,67.0,0.7313432835820896,69.0,0.7536231884057971,70.0,0.7714285714285715,8.0,2.0,0.625,8.0,2.0,0.625,8.0,2.0,0.625,8.0,2.0,0.625,8.0,2.0,0.625,4
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42105263157894735,76.0,0.8157894736842105,79.0,0.8354430379746836,82.0,0.8536585365853658,83.0,0.8674698795180723,84.0,0.8809523809523809,13.0,1.0,0.7692307692307693,13.0,1.0,0.7692307692307693,13.0,1.0,0.7692307692307693,13.0,1.0,0.7692307692307693,13.0,1.0,0.7692307692307693,4
54,0.0,0.0,9.0,0.0,0.6,0.0,0.21951219512195122,0.0,0.0,0.0,1.0,0.35294117647058826,39.0,0.6666666666666666,40.0,0.7,40.0,0.725,40.0,0.75,40.0,0.775,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,4
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,73.0,0.726027397260274,75.0,0.7466666666666667,77.0,0.7662337662337663,78.0,0.782051282051282,78.0,0.7948717948717948,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,3
58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.6111111111111112,40.0,0.825,40.0,0.85,40.0,0.875,40.0,0.9,39.0,0.9230769230769231,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,4
59,0.0,4.0,0.0,0.36363636363636365,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.25,28.0,0.6785714285714286,29.0,0.7241379310344828,30.0,0.7666666666666667,30.0,0.8,29.0,0.8275862068965517,6.0,1.0,0.6666666666666666,6.0,1.0,0.6666666666666666,6.0,1.0,0.6666666666666666,6.0,1.0,0.6666666666666666,6.0,1.0,0.6666666666666666,3
63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.6086956521739131,53.0,0.8679245283018868,52.0,0.8846153846153846,51.0,0.9019607843137255,50.0,0.92,49.0,0.9387755102040817,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,4
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,26.0,0.6923076923076923,25.0,0.72,24.0,0.75,22.0,0.7727272727272727,20.0,0.8,5.0,1.0,0.6,5.0,1.0,0.6,5.0,1.0,0.6,5.0,1.0,0.6,5.0,1.0,0.6,4
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36363636363636365,84.0,0.7619047619047619,86.0,0.7790697674418605,87.0,0.7931034482758621,88.0,0.8068181818181818,89.0,0.8202247191011236,14.0,1.0,0.7857142857142857,14.0,1.0,0.7857142857142857,14.0,1.0,0.7857142857142857,14.0,1.0,0.7857142857142857,14.0,1.0,0.7857142857142857,3
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,39.0,0.4358974358974359,39.0,0.46153846153846156,39.0,0.48717948717948717,38.0,0.5,37.0,0.5135135135135135,5.0,0.0,0.4,5.0,0.0,0.4,5.0,0.0,0.4,5.0,0.0,0.4,5.0,0.0,0.4,2
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,53.0,0.7358490566037735,54.0,0.7592592592592593,55.0,0.7818181818181819,56.0,0.8035714285714286,56.0,0.8214285714285714,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,4
72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.3333333333333333,40.0,0.625,41.0,0.6585365853658537,42.0,0.6904761904761905,42.0,0.7142857142857143,42.0,0.7380952380952381,8.0,0.0,0.5,8.0,0.0,0.5,8.0,0.0,0.5,8.0,0.0,0.5,8.0,0.0,0.5,2
73,1.0,5.0,0.0,1.0,0.0,0.07936507936507936,0.0,0.0,0.0,0.0,1.0,0.8181818181818182,59.0,0.9491525423728814,60.0,0.9666666666666667,59.0,0.9830508474576272,59.0,0.9830508474576272,58.0,0.9827586206896551,10.0,0.0,0.9,10.0,0.0,0.9,10.0,0.0,0.9,10.0,0.0,0.9,10.0,0.0,0.9,4
74,0.0,1.0,0.0,0.07692307692307693,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,1.0,0.4117647058823529,36.0,0.6944444444444444,35.0,0.7142857142857143,34.0,0.7352941176470589,33.0,0.7575757575757576,32.0,0.78125,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,5.0,0.0,0.6,4
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6842105263157895,36.0,0.8611111111111112,34.0,0.8823529411764706,32.0,0.90625,30.0,0.9333333333333333,28.0,0.9642857142857143,6.0,1.0,0.8333333333333334,6.0,1.0,0.8333333333333334,6.0,1.0,0.8333333333333334,6.0,1.0,0.8333333333333334,6.0,1.0,0.8333333333333334,2
83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4375,40.0,0.775,39.0,0.7948717948717948,38.0,0.8157894736842105,37.0,0.8378378378378378,36.0,0.8611111111111112,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,7.0,0.0,0.7142857142857143,4
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,69.0,0.8840579710144928,69.0,0.8985507246376812,69.0,0.9130434782608695,69.0,0.927536231884058,69.0,0.9420289855072463,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,4
89,0.0,9.0,0.0,0.5625,0.0,0.20454545454545456,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,43.0,0.6744186046511628,43.0,0.6976744186046512,43.0,0.7209302325581395,43.0,0.7441860465116279,43.0,0.7674418604651163,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,4
90,1.0,0.0,18.0,0.0,1.0,0.0,0.2903225806451613,0.0,0.0,0.0,1.0,0.3333333333333333,55.0,0.7090909090909091,56.0,0.7321428571428571,56.0,0.75,56.0,0.7678571428571429,56.0,0.7857142857142857,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,4
91,1.0,0.0,14.0,0.0,1.0,0.0,0.2692307692307692,0.0,0.0,0.0,1.0,0.47619047619047616,50.0,0.76,49.0,0.7755102040816326,48.0,0.7916666666666666,47.0,0.8085106382978723,46.0,0.8260869565217391,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,2
94,0.0,0.0,5.0,0.0,0.35714285714285715,0.0,0.1724137931034483,0.0,0.0,0.0,1.0,0.2857142857142857,36.0,0.6666666666666666,35.0,0.6857142857142857,34.0,0.7058823529411765,33.0,0.7272727272727273,31.0,0.7419354838709677,6.0,1.0,0.6666666666666666,6.0,1.0,0.6666666666666666,6.0,1.0,0.6666666666666666,6.0,1.0,0.6666666666666666,6.0,1.0,0.6666666666666666,3
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35294117647058826,28.0,0.5714285714285714,27.0,0.5925925925925926,26.0,0.6153846153846154,25.0,0.64,24.0,0.6666666666666666,6.0,1.0,0.5,6.0,1.0,0.5,6.0,1.0,0.5,6.0,1.0,0.5,6.0,1.0,0.5,4
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3684210526315789,59.0,0.711864406779661,61.0,0.7377049180327869,61.0,0.7540983606557377,60.0,0.7666666666666667,59.0,0.7796610169491526,12.0,3.0,0.6666666666666666,12.0,3.0,0.6666666666666666,12.0,3.0,0.6666666666666666,12.0,3.0,0.6666666666666666,12.0,3.0,0.6666666666666666,4
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,49.0,0.7551020408163265,49.0,0.7755102040816326,48.0,0.7916666666666666,46.0,0.8043478260869565,44.0,0.8181818181818182,9.0,2.0,0.7777777777777778,9.0,2.0,0.7777777777777778,9.0,2.0,0.7777777777777778,9.0,2.0,0.7777777777777778,9.0,2.0,0.7777777777777778,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.6666666666666666,70.0,0.9,73.0,0.9178082191780822,74.0,0.9324324324324325,74.0,0.9459459459459459,74.0,0.9594594594594594,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,4
109,0.0,12.0,8.0,0.46153846153846156,0.3076923076923077,0.17142857142857143,0.11428571428571428,2.0,0.0,2.0,0.0,0.2631578947368421,65.0,0.6307692307692307,68.0,0.6617647058823529,70.0,0.6857142857142857,72.0,0.7083333333333334,74.0,0.7297297297297297,11.0,0.0,0.7272727272727273,11.0,0.0,0.7272727272727273,11.0,0.0,0.7272727272727273,11.0,0.0,0.7272727272727273,11.0,0.0,0.7272727272727273,4
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47368421052631576,58.0,0.8103448275862069,58.0,0.8275862068965517,57.0,0.8421052631578947,56.0,0.8571428571428571,55.0,0.8727272727272727,9.0,1.0,0.7777777777777778,9.0,1.0,0.7777777777777778,9.0,1.0,0.7777777777777778,9.0,1.0,0.7777777777777778,9.0,1.0,0.7777777777777778,4
112,0.0,4.0,0.0,0.17391304347826086,0.0,0.07017543859649122,0.0,1.0,1.0,0.0,1.0,0.4090909090909091,55.0,0.6181818181818182,56.0,0.6428571428571429,56.0,0.6607142857142857,55.0,0.6727272727272727,54.0,0.6851851851851852,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,7.0,0.0,0.5714285714285714,4
113,0.0,8.0,0.0,0.34782608695652173,0.0,0.14814814814814814,0.0,2.0,0.0,2.0,0.0,0.2857142857142857,48.0,0.5625,49.0,0.5918367346938775,50.0,0.62,51.0,0.6470588235294118,52.0,0.6730769230769231,9.0,0.0,0.5555555555555556,9.0,0.0,0.5555555555555556,9.0,0.0,0.5555555555555556,9.0,0.0,0.5555555555555556,9.0,0.0,0.5555555555555556,4
115,1.0,13.0,0.0,1.0,0.0,0.17105263157894737,0.0,0.0,0.0,0.0,1.0,0.6086956521739131,73.0,0.8493150684931506,73.0,0.863013698630137,72.0,0.875,71.0,0.8873239436619719,70.0,0.9,12.0,0.0,0.8333333333333334,12.0,0.0,0.8333333333333334,12.0,0.0,0.8333333333333334,12.0,0.0,0.8333333333333334,12.0,0.0,0.8333333333333334,4
119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.631578947368421,34.0,0.7941176470588235,34.0,0.8235294117647058,33.0,0.8484848484848485,32.0,0.875,31.0,0.9032258064516129,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,6.0,0.0,0.8333333333333334,2
122,0.0,3.0,0.0,0.125,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.2,31.0,0.3870967741935484,33.0,0.42424242424242425,34.0,0.4411764705882353,35.0,0.45714285714285713,35.0,0.4857142857142857,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,4
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15789473684210525,51.0,0.5686274509803921,55.0,0.6181818181818182,58.0,0.6551724137931034,60.0,0.6833333333333333,60.0,0.7,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,4
126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42105263157894735,42.0,0.7380952380952381,41.0,0.7560975609756098,40.0,0.775,39.0,0.7948717948717948,38.0,0.8157894736842105,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,8.0,0.0,0.75,3
135,0.0,12.0,0.0,0.75,0.0,0.48,0.0,0.0,0.0,0.0,1.0,0.21428571428571427,27.0,0.48148148148148145,26.0,0.5,25.0,0.52,24.0,0.5416666666666666,23.0,0.5652173913043478,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,2
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,46.0,0.8260869565217391,45.0,0.8444444444444444,44.0,0.8636363636363636,42.0,0.8809523809523809,40.0,0.9,7.0,2.0,0.7142857142857143,7.0,2.0,0.7142857142857143,7.0,2.0,0.7142857142857143,7.0,2.0,0.7142857142857143,7.0,2.0,0.7142857142857143,4
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3157894736842105,42.0,0.5238095238095238,46.0,0.5869565217391305,49.0,0.6326530612244898,51.0,0.6666666666666666,53.0,0.6981132075471698,8.0,0.0,0.5,8.0,0.0,0.5,8.0,0.0,0.5,8.0,0.0,0.5,8.0,0.0,0.5,4
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5555555555555556,47.0,0.7872340425531915,46.0,0.8043478260869565,45.0,0.8222222222222222,44.0,0.8409090909090909,43.0,0.8604651162790697,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,9.0,0.0,0.7777777777777778,3
151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38095238095238093,76.0,0.7631578947368421,76.0,0.7763157894736842,76.0,0.7894736842105263,75.0,0.8,74.0,0.8108108108108109,12.0,0.0,0.75,12.0,0.0,0.75,12.0,0.0,0.75,12.0,0.0,0.75,12.0,0.0,0.75,4
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.5909090909090909,70.0,0.8285714285714286,73.0,0.8493150684931506,73.0,0.863013698630137,73.0,0.8767123287671232,73.0,0.8904109589041096,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,3
164,0.0,11.0,0.0,0.6875,0.0,0.23404255319148937,0.0,0.0,0.0,0.0,1.0,0.1875,45.0,0.6888888888888889,46.0,0.717391304347826,46.0,0.7391304347826086,46.0,0.7608695652173914,46.0,0.782608695652174,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,6.0,0.0,0.6666666666666666,2
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26666666666666666,22.0,0.45454545454545453,21.0,0.47619047619047616,20.0,0.5,19.0,0.5263157894736842,18.0,0.5555555555555556,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,5.0,1.0,0.4,3
172,1.0,0.0,1.0,0.0,0.1,0.0,0.013333333333333334,0.0,0.0,0.0,1.0,0.5,64.0,0.875,67.0,0.8955223880597015,67.0,0.9104477611940298,67.0,0.9253731343283582,67.0,0.9402985074626866,12.0,0.0,0.8333333333333334,12.0,0.0,0.8333333333333334,12.0,0.0,0.8333333333333334,12.0,0.0,0.8333333333333334,12.0,0.0,0.8333333333333334,4
173,1.0,0.0,1.0,0.0,0.09090909090909091,0.0,0.014492753623188406,0.0,0.0,0.0,1.0,0.55,62.0,0.8548387096774194,62.0,0.8709677419354839,62.0,0.8870967741935484,62.0,0.9032258064516129,62.0,0.9193548387096774,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,11.0,0.0,0.8181818181818182,3
176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,70.0,0.7857142857142857,72.0,0.8055555555555556,72.0,0.8194444444444444,71.0,0.8309859154929577,70.0,0.8428571428571429,12.0,0.0,0.6666666666666666,12.0,0.0,0.6666666666666666,12.0,0.0,0.6666666666666666,12.0,0.0,0.6666666666666666,12.0,0.0,0.6666666666666666,4
181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47619047619047616,68.0,0.7941176470588235,70.0,0.8142857142857143,69.0,0.8260869565217391,68.0,0.8382352941176471,67.0,0.8507462686567164,10.0,0.0,0.8,10.0,0.0,0.8,10.0,0.0,0.8,10.0,0.0,0.8,10.0,0.0,0.8,4
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47368421052631576,52.0,0.7692307692307693,51.0,0.7843137254901961,50.0,0.8,49.0,0.8163265306122449,48.0,0.8333333333333334,8.0,2.0,0.75,8.0,2.0,0.75,8.0,2.0,0.75,8.0,2.0,0.75,8.0,2.0,0.75,2
189,1.0,1.0,2.0,0.14285714285714285,0.2857142857142857,0.027777777777777776,0.05555555555555555,0.0,0.0,0.0,1.0,0.6470588235294118,34.0,0.8529411764705882,33.0,0.8787878787878788,32.0,0.90625,31.0,0.9354838709677419,30.0,0.9666666666666667,5.0,0.0,0.8,5.0,0.0,0.8,5.0,0.0,0.8,5.0,0.0,0.8,5.0,0.0,0.8,4
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42105263157894735,60.0,0.6833333333333333,59.0,0.6949152542372882,58.0,0.7068965517241379,57.0,0.7192982456140351,55.0,0.7272727272727273,9.0,2.0,0.6666666666666666,9.0,2.0,0.6666666666666666,9.0,2.0,0.6666666666666666,9.0,2.0,0.6666666666666666,9.0,2.0,0.6666666666666666,2
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6190476190476191,51.0,0.7450980392156863,52.0,0.75,52.0,0.7692307692307693,52.0,0.7884615384615384,51.0,0.803921568627451,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,9.0,1.0,0.6666666666666666,4
197,0.0,0.0,6.0,0.0,0.4,0.0,0.11320754716981132,0.0,0.0,0.0,1.0,0.35294117647058826,56.0,0.7678571428571429,57.0,0.7894736842105263,57.0,0.8070175438596491,57.0,0.8245614035087719,56.0,0.8392857142857143,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,11.0,1.0,0.7272727272727273,2
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2777777777777778,74.0,0.7567567567567568,77.0,0.7792207792207793,78.0,0.7948717948717948,78.0,0.8076923076923077,78.0,0.8205128205128205,11.0,0.0,0.7272727272727273,11.0,0.0,0.7272727272727273,11.0,0.0,0.7272727272727273,11.0,0.0,0.7272727272727273,11.0,0.0,0.7272727272727273,2
200,0.0,6.0,0.0,0.42857142857142855,0.0,0.09836065573770492,0.0,0.0,0.0,0.0,1.0,0.4,60.0,0.8,61.0,0.819672131147541,61.0,0.8360655737704918,61.0,0.8524590163934426,61.0,0.8688524590163934,11.0,1.0,0.9090909090909091,11.0,1.0,0.9090909090909091,11.0,1.0,0.9090909090909091,11.0,1.0,0.9090909090909091,11.0,1.0,0.9090909090909091,3
201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,22.0,0.45454545454545453,21.0,0.47619047619047616,20.0,0.5,19.0,0.5263157894736842,18.0,0.5555555555555556,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,2
